analizo_cbo_skewness,analizo_anpm_standard_deviation,analizo_accm_skewness,analizo_lcom4_quantile_upper,analizo_npm_mode,analizo_acc_quantile_upper,analizo_sc_quantile_median,analizo_npa_quantile_max,analizo_cbo_variance,analizo_sc_variance,analizo_noa_quantile_median,analizo_accm_standard_deviation,analizo_mmloc_sum,analizo_rfc_quantile_ninety_five,analizo_npm_quantile_lower,analizo_rfc_mode,analizo_nom_quantile_upper,analizo_rfc_kurtosis,analizo_noc_quantile_median,analizo_lcom4_quantile_min,analizo_npa_kurtosis,analizo_loc_kurtosis,analizo_npa_variance,analizo_npa_standard_deviation,folder,analizo_acc_standard_deviation,analizo_lcom4_quantile_max,analizo_npm_quantile_min,analizo_noa_skewness,analizo_cbo_mode,analizo_acc_skewness,analizo_loc_mode,analizo_noc_kurtosis,analizo_anpm_quantile_ninety_five,analizo_noa_standard_deviation,analizo_accm_quantile_lower,analizo_acc_variance,analizo_accm_quantile_median,analizo_amloc_quantile_lower,analizo_mmloc_quantile_upper,analizo_accm_mode,analizo_npm_variance,analizo_sc_skewness,analizo_rfc_sum,analizo_lcom4_quantile_median,analizo_sc_quantile_ninety_five,analizo_nom_mode,analizo_amloc_quantile_ninety_five,analizo_lcom4_kurtosis,analizo_acc_kurtosis,analizo_noa_quantile_ninety_five,analizo_anpm_quantile_min,analizo_noa_quantile_upper,analizo_nom_quantile_lower,analizo_dit_sum,analizo_dit_mean,analizo_mmloc_kurtosis,analizo_nom_sum,analizo_noc_mean,analizo_cbo_mean,analizo_npm_quantile_median,analizo_accm_quantile_max,analizo_noc_quantile_max,analizo_npa_sum,analizo_loc_quantile_max,analizo_change_cost,analizo_noa_quantile_min,analizo_noa_quantile_lower,analizo_noa_mode,analizo_loc_quantile_min,analizo_npm_kurtosis,analizo_noc_quantile_upper,analizo_accm_kurtosis,analizo_sc_sum,analizo_dit_quantile_median,analizo_npa_mean,analizo_anpm_mode,analizo_noa_variance,analizo_anpm_quantile_max,analizo_acc_sum,analizo_noc_skewness,analizo_noa_mean,analizo_cbo_sum,analizo_lcom4_quantile_lower,analizo_loc_sum,analizo_noa_quantile_max,analizo_dit_standard_deviation,analizo_anpm_mean,analizo_rfc_quantile_lower,analizo_sc_quantile_lower,analizo_dit_quantile_max,analizo_sc_mean,analizo_mmloc_mean,analizo_npm_mean,analizo_dit_quantile_lower,analizo_amloc_skewness,analizo_dit_quantile_min,analizo_sc_kurtosis,analizo_mmloc_quantile_lower,analizo_total_cof,analizo_noa_kurtosis,analizo_dit_variance,analizo_npm_sum,analizo_npa_mode,analizo_sc_quantile_min,analizo_cbo_quantile_upper,analizo_npm_quantile_max,analizo_total_modules_with_defined_methods,analizo_acc_quantile_median,analizo_nom_kurtosis,analizo_acc_quantile_ninety_five,analizo_loc_skewness,analizo_sc_quantile_upper,analizo_total_methods_per_abstract_class,analizo_noc_variance,analizo_anpm_quantile_lower,analizo_sc_standard_deviation,analizo_npa_quantile_ninety_five,analizo_rfc_variance,analizo_rfc_quantile_max,analizo_anpm_variance,analizo_accm_sum,analizo_loc_quantile_ninety_five,analizo_nom_standard_deviation,analizo_dit_kurtosis,analizo_cbo_quantile_ninety_five,analizo_npm_skewness,analizo_loc_quantile_lower,analizo_total_abstract_classes,analizo_nom_quantile_min,analizo_lcom4_sum,analizo_nom_quantile_max,type,analizo_total_modules_with_defined_attributes,analizo_noc_standard_deviation,analizo_anpm_sum,analizo_loc_quantile_median,analizo_loc_quantile_upper,analizo_dit_quantile_ninety_five,analizo_mmloc_quantile_max,analizo_accm_quantile_upper,analizo_dit_quantile_upper,analizo_cbo_standard_deviation,analizo_acc_quantile_max,analizo_amloc_quantile_max,analizo_npa_quantile_upper,analizo_amloc_kurtosis,analizo_noc_quantile_min,analizo_accm_quantile_min,analizo_npa_skewness,analizo_mmloc_quantile_min,analizo_acc_quantile_min,analizo_cbo_quantile_median,analizo_anpm_quantile_median,analizo_accm_mean,analizo_anpm_kurtosis,analizo_npa_quantile_lower,analizo_dit_mode,analizo_rfc_quantile_upper,analizo_mmloc_quantile_ninety_five,analizo_noc_mode,analizo_lcom4_mean,analizo_cbo_quantile_min,analizo_noa_sum,analizo_mmloc_skewness,analizo_noc_quantile_lower,analizo_loc_mean,analizo_lcom4_variance,analizo_accm_variance,analizo_total_modules,analizo_nom_mean,analizo_npm_quantile_upper,analizo_amloc_mode,analizo_loc_standard_deviation,analizo_noc_sum,analizo_mmloc_standard_deviation,analizo_anpm_skewness,analizo_sc_quantile_max,analizo_rfc_standard_deviation,analizo_nom_quantile_ninety_five,analizo_accm_quantile_ninety_five,analizo_acc_quantile_lower,analizo_anpm_quantile_upper,analizo_dit_skewness,analizo_mmloc_variance,analizo_amloc_mean,analizo_acc_mean,analizo_npa_quantile_min,analizo_amloc_sum,analizo_nom_quantile_median,analizo_amloc_quantile_upper,analizo_cbo_quantile_lower,analizo_sc_mode,analizo_lcom4_mode,analizo_total_loc,analizo_mmloc_mode,analizo_rfc_skewness,analizo_npa_quantile_median,analizo_cbo_kurtosis,analizo_nom_skewness,analizo_cbo_quantile_max,analizo_lcom4_standard_deviation,analizo_amloc_standard_deviation,analizo_rfc_quantile_median,analizo_lcom4_quantile_ninety_five,analizo_rfc_quantile_min,analizo_total_nom,analizo_noc_quantile_ninety_five,analizo_npm_standard_deviation,analizo_nom_variance,analizo_lcom4_skewness,analizo_loc_variance,analizo_amloc_quantile_min,analizo_rfc_mean,analizo_acc_mode,analizo_mmloc_quantile_median,analizo_amloc_quantile_median,analizo_npm_quantile_ninety_five,analizo_amloc_variance
0.8545630383,0.5668225756,-0.9960015749,3,8,1.25,1.5,1,0.9166666667,4.25,3,1.1383326617,107,44,6.5,None,10.25,-2.951187558,0,2,-6,1.7592060507,0.3333333333,0.5773502692,JonnyBlack,0.9574271078,3,2,1.5289673749,0,0.8545630383,None,0,2.125,5.737304826,2.0714285714,0.9166666667,2.7698412698,9,34,None,14.25,0.1997352206,93,2.5,4,None,17.6666666667,-6,-1.2892561984,13,0.8888888889,6.25,6.5,2,0.5,1.3312514717,33,0,0.75,8,3.625,0,2,159,0.44,0,1.5,None,6,2.2271468144,0,0.6487866668,7,0.5,0.5,None,32.9166666667,2.125,3,0,4.75,3,2,428,13,0.5773502692,1.2891865079,10.75,0,1,1.75,26.75,7.25,0,-0.8691121053,0,-4.8581314879,18.75,0.25,2.4946002243,0.3333333333,29,0,0,1.25,11,4,0.5,1.3472207461,2,-1.4645203161,3.25,0,0,0.9722222222,2.0615528128,1,327.583333333,44,0.3212878323,10.1646825397,159,4.9244289009,-6,2,-1.129338115,83.25,0,2,10,14,y2015,3,0,5.1567460318,131.5,155.25,1,52,3.2395833333,1,0.9574271078,2,17.6666666667,1,1.1433530852,0,1,0,3,0,0.5,1.0714285714,2.5411706349,3.3287404848,0,1,35,52,0,2.5,0,19,0.2206225055,0,107,0.3333333333,1.2958012487,4,8.25,8.75,None,70.9882619405,0,20.0893835976,1.8026354416,4,18.0992633368,14,3.625,0,1.3883928571,0,403.583333333,11.3229166667,0.75,0,45.2916666667,8.5,14.6354166667,0,0,2,428,None,0.1567291842,0.5,-1.2892561984,-0.2993701064,2,0.5773502692,6.1891832727,22.5,3,4,33,0,3.7749172176,24.25,0,5039.33333333,3,23.25,0,26,12.3125,11,38.3059895833
0,0,0,3,None,0,0,0,0,0,1,0,15,None,4,None,4,0,0,3,0,0,0,0,meanBot,0,3,4,0,None,0,None,0,None,0,1.75,0,1.75,7.5,15,None,0,0,6,3,None,None,None,0,0,None,1,1,4,1,1,0,4,0,0,4,1.75,0,0,30,1,1,1,None,30,0,0,0,0,1,0,None,0,1,0,0,1,0,3,30,1,0,1,6,0,1,0,15,4,1,0,1,0,15,1,0,0,4,None,0,0,4,1,0,0,None,0,0,0,0,1,0,None,0,6,0,1.75,None,0,0,None,0,30,0,4,3,4,y2015,1,0,1,30,30,None,15,1.75,1,0,0,7.5,0,0,0,1.75,0,15,0,0,1,1.75,0,0,None,6,None,None,3,0,1,0,0,30,0,0,1,4,4,None,0,0,0,0,0,0,None,None,0,1,0,0,7.5,0,0,7.5,4,7.5,0,None,None,30,None,0,0,0,0,0,0,0,6,None,6,4,None,0,0,0,0,7.5,6,None,15,7.5,None,0
1.8519780377,0.3204163958,0.0888981498,1.75,0,1.75,0.5,0,2.5444444444,38.0444444444,2,0.8107780899,194,64,0,11,10,3.9051404419,0,1,0,4.0189321892,0,0,group2,0.994428926,4,0,2.7072966108,0,0.6101407121,None,0,1.6,3.2249030993,1.7125,0.9888888889,2.1833333333,6.8375,23,None,26.5444444444,3.0608978922,232,1,20,4,19.2,5.3564013841,-0.1574476527,12,0.5,3,4.25,2,0.2,2.3780781573,74,0,1.1,4.5,3.3333333333,0,0,192,0.25,1,2,2,18,-0.1573362654,0,-1.1770281484,26,0,0,0.6666666667,10.4,1.6,11,0,3.2,11,1,692,12,0.4216370214,0.8266666667,12.5,0,1,2.6,19.4,4.9,0,0.8358512888,0,9.5193674315,12.5,0.1222222222,7.8739609749,0.1777777778,49,0,0,1.75,15,10,1,-0.6565721696,3,1.8237322044,1.75,0,0,0.6666666667,6.16801787,0,275.511111111,64,0.1026666667,22.5833333333,192,4.0606512888,1.40625,5,0.7420518689,40,0,3,15,15,y2015,10,0,8.2666666667,59,74.75,1,46,3,0,1.5951314819,3,19.2,0,-0.1933586817,0,1,0,5,0,0.5,0.6666666667,2.2583333333,3.4491906431,0,0,28.75,46,0,1.5,0,32,1.4135612513,0,69.2,0.9444444444,0.6573611111,10,7.4,7.75,None,50.0217730371,0,11.6351956485,1.7327666049,20,16.5985273778,15,3.3333333333,0.25,0.975,1.7787811838,135.377777778,9.84,1.1,0,98.4,5.5,12.0625,0,0,1,692,12,1.9263754693,0,3.7506640115,0.7826078499,5,0.9718253158,5.0760646271,16,4,11,74,0,5.1521300881,16.4888888889,2.2698342151,2502.17777778,3.6,23.2,1,15.5,8.2333333333,15,25.7664320988
0,0.3004626063,0,2,None,1,0,0,1.3333333333,5.3333333333,7,2.2745776979,390,78,3.5,None,13.5,0,0,2,0,0,0,0,AresParty,0.5773502692,2,3,0,0,0,None,0,1.0833333333,13.2287565553,4.0833333333,0.3333333333,5.8333333333,21.3333333333,187,None,19,0,129,2,4,None,49.3333333333,0,0,27,0.5,17,9,1,0.3333333333,0,33,0,0.6666666667,4,6.6,0,0,740,0.56,2,4.5,None,48,0,0,0,4,0,0,None,175,1.0833333333,2,0,12,2,2,1204,27,0.5773502692,0.75,25.5,0,1,1.3333333333,130,6,0,0,0,0,70.5,0.3333333333,0,0.3333333333,18,0,0,1,11,3,1,0,1,0,2,0,0,0.5833333333,2.3094010768,0,1101,78,0.0902777778,14.7666666667,740,4.582575695,0,2,0,232,0,6,6,15,y2015,3,0,2.25,416,578,1,249,6.2166666667,0.5,1.1547005384,1,49.3333333333,0,0,0,2.3333333333,0,16,0,0,0.6666666667,4.9222222222,0,0,0,58.5,249,0,2,0,36,0,0,401.333333333,0,5.1737037037,3,11,7.5,None,346.233062161,0,116.580444329,0,4,33.1813200461,15,6.6,0.5,0.875,0,13591,30.6666666667,0.6666666667,0,92,12,42,0,0,2,1204,None,0,0,0,0,2,0,20.954978194,39,2,12,33,0,4.3588989435,21,0,119877.333333,8,43,1,125,34.6666666667,11,439.111111111
1.129338115,0.3811904018,-1.0462242144,2.5,5,1.5,1.5,1,1.5833333333,6.9166666667,7,1.735013576,165,68,4.25,None,10.5,1.0476259788,0,1,4,-0.4718497898,0.25,0.5,DrageKnight,1.2583057392,4,2,0.8940743464,1,1.129338115,None,0,1.4285714286,4.5460605657,3.2428571429,1.5833333333,4.3,14.2833333333,44.5,None,58.25,1.4430588355,152,2,6,5,32.1428571429,2.2271468144,2.2271468144,14,0.7142857143,10.25,5,1,0.25,2.8318538875,38,0,1.25,5,5.5714285714,0,1,225,0.56,4,4.75,None,83,3.4223507525,0,0.8325518528,9,0,0.25,None,20.6666666667,1.4285714286,5,0,8,5,1.75,565,14,0.5,1.0857142857,22.75,0.75,1,2.25,41.25,7.75,0,0.314003149,0,2.2348671796,33.25,0.4166666667,-0.7476586889,0.25,31,0,0,1.5,19,4,1,3.6804094754,3,0.8815428509,3,0,0,0.7785714286,2.6299556397,1,460.666666667,68,0.1453061224,15.7428571429,225,7.7244201508,4,3,1.7876670775,98,0,5,9,21,y2015,4,0,4.3428571429,128.5,171.75,1,64,4.9928571429,0.25,1.2583057392,3,32.1428571429,0.25,0.8261224984,0,1.5714285714,2,28,0,1,1.1,3.9357142857,-5.7213104406,0,0,46.25,64,0,2.25,0,32,1.5692424502,0,141.25,1.5833333333,3.0102721088,4,9.5,8.5,None,63.331798227,0,15.7347810068,-0.0387398401,6,21.4631467093,21,5.5714285714,0.75,1.4071428571,2,247.583333333,19.169047619,1.25,0,76.6761904762,6,23.4857142857,0.75,None,2,565,None,1.3168333041,0,2.2271468144,1.9136870621,3,1.2583057392,10.2802642086,31,4,22,38,0,7.6321687612,59.6666666667,1.129338115,4010.91666667,7.3333333333,38,1,36.5,18.6,19,105.6838322
0.79816819,0.8517574583,-0.0522176288,1.5,4,2,1,4,1.8095238095,7.6666666667,4,1.1936013402,194,35,1.5,32,7,-2.4887000973,0,1,1.9475555556,-2.5871117388,2.1428571429,1.4638501094,pnegotiator,1.0690449677,2,1,-0.1010362971,0,0.3741657387,None,0,3,3.4641016151,1.5,1.1428571429,2.7142857143,5.75,44.5,2.7142857143,2.4761904762,1.121158684,129,1,6,7,20,-0.84,-2.8,9,0.5714285714,8,1.5,4,0.5714285714,-2.4951766506,30,0,1.1428571429,3,4,0,8,140,0.36,0,3,9,3,-1.6837278107,0,-1.4415057818,14,1,1.1428571429,0.5714285714,12,3,6,0,5,8,1,501,9,0.5345224838,1.5326530612,5,0,1,2,27.7142857143,2.8571428571,0,-0.491907032,0,-0.9379962193,6,0.1428571429,-1.3944444444,0.2857142857,20,0,0,2,5,7,0,-2.4879481439,2,-0.1880118805,3.5,0,0,0.9285714286,2.768874621,4,212.285714286,35,0.7254907677,17.1428571429,140,2.8702082221,-2.8,3,-0.0366628217,7.5,0,1,9,7,y2015,6,0,10.7285714286,92,125.5,1,52,3.2142857143,1,1.3451854183,2,20,1.5,-2.2499094656,0,1,1.4482357083,3,0,1,1.5,2.4489795918,0.2742435087,0,1,32,52,0,1.2857142857,0,35,-0.2256834465,0,71.5714285714,0.2380952381,1.4246841594,7,4.2857142857,4,None,63.0525102404,0,21.7770084088,0.562315644,6,14.5700279439,7,4,0,1.9,-0.3741657387,474.238095238,12.6795918367,0.8571428571,0,88.7571428571,5,18.4142857143,0,0,1,501,None,0.020580977,1,-1.2797783934,-0.2223358863,3,0.4879500365,7.5473284779,18,2,2,30,0,1.5735915849,8.2380952381,1.2296340919,3975.61904762,3,18.4285714286,0,38,17.4285714286,5,56.9621671526
0,0,0,2,None,0,0,0,0,0,25,0,191,None,4,None,13,0,0,2,0,0,0,0,AgentHP,0,2,4,0,None,0,None,0,None,0,7.5384615385,0,7.5384615385,50.6923076923,191,None,0,0,124,2,None,None,None,0,0,None,0.8461538462,25,13,1,1,0,13,0,0,4,7.5384615385,0,0,659,1,25,25,None,659,0,0,0,0,1,0,None,0,0.8461538462,0,0,25,0,2,659,25,0,0.8461538462,124,0,1,0,191,4,1,0,1,0,191,1,0,0,4,None,0,0,4,1,0,0,None,0,0,0,0,0.8461538462,0,None,0,124,0,7.5384615385,None,0,0,None,0,659,0,13,2,13,y2015,1,0,0.8461538462,659,659,None,191,7.5384615385,1,0,0,50.6923076923,0,0,0,7.5384615385,0,191,0,0,0.8461538462,7.5384615385,0,0,None,124,None,None,2,0,25,0,0,659,0,0,1,13,4,None,0,0,0,0,0,0,None,None,0,0.8461538462,0,0,50.6923076923,0,0,50.6923076923,13,50.6923076923,0,None,None,659,None,0,0,0,0,0,0,0,124,None,124,13,None,0,0,0,0,50.6923076923,124,None,191,50.6923076923,None,0
0.9682458366,0.2741377988,1.8372076049,2.75,2,0.75,0,0,0.2666666667,1.4666666667,2,1.5302505242,133,46,2.5,5,10.25,1.6820466422,0,1,0,4.4020556963,0,0,RandomDance,0.5163977795,14,2,1.2005090555,0,0.9682458366,None,0,1.1818181818,4.792355023,1.125,0.2666666667,1.5,4.5357142857,20.5,1.5,7.7666666667,1.9517084927,103,2,3,2,28.6363636364,5.5374438157,-1.875,12,0.5,6,2.5,3,0.5,4.6877676208,41,0,0.3333333333,4.5,5,0,0,315,1,0,0.25,0,6,-0.9952292361,0,3.3734375198,4,0.5,0,1,22.9666666667,1.1818181818,2,0,3.8333333333,2,1.25,506,12,0.5477225575,0.9082792208,5.75,0,1,0.6666666667,22.1666666667,4.8333333333,0,2.0049467253,0,3.6570247934,9.25,0.0666666667,0.4458408202,0.3,29,0,0,0.75,9,6,0,-1.648927542,1,2.0572604691,0.75,14,0,0.7321428571,1.2110601416,0,256.566666667,46,0.0751515327,12.5,315,4.9966655548,-3.3333333333,1,0.5051270076,14.5,1,2,23,14,y2015,4,0,5.4496753247,40.5,83.75,1,77,2.25,1,0.5163977795,1,28.6363636364,0,4.0824252069,0,1,0,3,0,0,1,2.0833333333,-1.206093708,0,0,22.25,77,0,3.8333333333,0,23,2.1360672579,0,84.3333333333,25.3666666667,2.3416666667,6,6.8333333333,6.5,None,117.610657113,0,27.7374596289,-0.7945813118,3,16.0176985446,14,5,0,1.09375,-6.66133814775E-17,769.366666667,9.8084415584,0.3333333333,0,58.8506493506,6,10.125,0,0,1,506,10,1.4634649739,0,-1.875,0.46519675,1,5.0365331992,9.6754159762,11,14,5,41,0,2.7868739955,24.9666666667,2.3304101147,13832.2666667,3,17.1666666667,0,10,5.75,9,93.6136743127
1.2577882373,0.528055135,-0.5903882659,2,None,2,2,1,0.8,4.7,10,1.7065805895,180,114,3,None,11,1.781563845,0,1,5,-2.6371420949,0.2,0.4472135955,Atlas3,1.5165750888,4,1,0.4528703596,1,1.1180799332,None,0,2,7.4966659256,2.2857142857,2.3,5,8.9393939394,53,5,123.3,0.9127170462,248,1,6,None,30.9090909091,2.6643598616,1.4555765596,21,0.696969697,10,6,2,0.4,-2.2133053813,58,0,1.6,4,5.4545454546,0,1,340,1,0,8,10,19,4.4841276889,0,-3.0262947617,14,0,0.2,None,56.2,2,8,0,9.8,8,1,850,21,0.5477225575,1.2017316017,36,1,1,2.8,36,8.4,0,0.2351685847,0,-0.7378904482,19,0.4,1.8820050405,0.3,42,0,1,2,28,5,1,3.5239955771,4,0.2757103603,4,0,0,0.8571428571,2.1679483389,1,1691.3,114,0.2788422256,19.5887445887,340,12.4819870213,-3.3333333333,3,2.0900867508,56,0,1,9,33,y2015,4,0,6.0086580087,140,295,1,64,5,1,0.894427191,4,30.9090909091,0,-1.6732986921,0,1.8484848485,2.2360679775,13,0,1,1,3.9177489178,-0.109288289,0,0,57,64,0,1.8,1,49,0.3839393405,0,170,1.7,2.9124173085,5,11.6,6,None,142.497368397,0,21.8860686282,0.9822381369,6,41.125417931,33,5.4545454546,1,1.4545454546,0.6085806195,479,18.0363636364,1.6,0,90.1818181818,7,23.3333333333,1,1,1,850,None,0.9341385705,0,0.3125,1.7860911557,3,1.303840481,9.7233873105,39,4,2,58,0,11.104053314,155.8,1.714392328,20305.5,8,49.6,1,31,19,28,94.5442607897
0,0.6557438524,0,2,1,1,2,0,1,4,12,3.5534774019,278,66,1,None,12,0,0,1,0,0,0,0,AgentNeo,0.5773502692,2,1,0,None,0,None,0,1.8,10,3.8055555556,0.3333333333,5.4444444444,24.8611111111,128,None,3,0,121,2,4,None,65.0666666667,0,0,22,0.5,17,7.5,1,0.3333333333,0,30,0,1,1,9.2666666667,0,0,976,0.56,2,7,None,55,0,0,0,6,0,0,None,100,1.8,2,0,12,3,1.5,1396,22,0.5773502692,1.1,27.5,1,1,2,92.6666666667,2,0,0,0,0,56.5,0.3333333333,0,0.3333333333,6,0,0,1.5,4,3,1,0,1,0,3,0,0,0.75,2,0,704.333333333,66,0.43,16.8777777778,976,4.582575695,0,2,0,210,0,6,5,15,y2015,3,0,3.3,365,670.5,1,165,7.3555555556,0.5,1,1,65.0666666667,0,0,0,2.1666666667,0,22,0,1,1,5.6259259259,0,0,0,54,165,0,1.6666666667,0,36,0,0,465.333333333,0.3333333333,12.6272016461,3,10,2.5,None,468.626005823,0,71.5145672806,0,4,26.5392790658,15,9.2666666667,0.5,1.4,0,5114.33333333,38.262962963,0.6666666667,0,114.788888889,9,52.8111111111,0.5,None,2,1396,None,0,0,0,0,2,0.5773502692,28.0204297896,42,2,13,30,0,1.7320508076,21,0,219610.333333,9.1666666667,40.3333333333,1,91,40.5555555556,4,785.144485597
1.4511323592,0.4071916318,0.8398200903,2,6,0,0,4,0.1923076923,0.7564102564,1,2.1667961761,872,328,5,15,8,12.1932800917,0,1,13,5.1168730059,1.2307692308,1.1094003925,Phoenix,2.4884347876,8,2,3.5356674138,0,3.5318666655,None,13,2,27.9422481338,2,6.1923076923,3.1428571429,10.1666666667,113,2,4.4102564103,2.6627817964,522,2,3,6,57.8333333333,6.5513798262,12.5892519579,102,0.5666666667,3,5,9,0.6923076923,0.9744952678,107,0.6153846154,0.2307692308,6,7.8333333333,8,4,992,0.14,0,0,0,4,2.7151297999,0,-0.3792478065,5,1,0.3076923077,1.5,780.769230769,2,10,3.6055512755,9.5384615385,3,1,2766,102,0.4803844614,1.5902014652,8,0,1,0.3846153846,67.0769230769,5.9230769231,0,0.8119760555,0,7.4697970803,22,0.0641025641,12.61835318,0.2307692308,77,0,0,0,11,13,0,8.3781011155,9,2.20067297,0,0,4.9230769231,1.5,0.8697184926,4,7667.30769231,328,0.165805025,47.1404761905,992,7.1081390691,-1.3393939394,1,0.7573020557,61,0,2,29,30,y2015,7,2.2188007849,20.6726190476,93,304,1,237,4.5,1,0.4385290097,9,57.8333333333,0,-0.6602078525,0,1,3.6055512755,1,0,0,1.6,3.6261904762,2.3805139393,0,1,19,237,0,2.2307692308,0,124,1.3474025695,0,212.769230769,3.858974359,4.6950056689,13,8.2307692308,6,None,276.169378536,8,73.16016851,-1.3103035657,3,87.5631640149,30,7.8333333333,0,2,-0.9462118179,5352.41025641,23.0207875458,0.7692307692,0,299.270238095,6,36.1428571429,0,0,1,2766,22,3.460495043,0,0.0945454545,2.763355481,1,1.9644272343,18.0807137865,15,8,3,107,8,2.1000610492,50.5256410256,2.4265789692,76269.525641,1,40.1538461538,0,24,13.8333333333,11,326.91221103
1.129338115,0.3995480014,0.5570651954,2.5,None,1.5,1,1,1.5833333333,7.3333333333,7,1.7444933812,208,75,3.5,None,11.25,1.5897739819,0,1,-6,-0.7932285586,0.3333333333,0.5773502692,fairy,1.2583057392,4,2,1.1938237737,1,1.129338115,None,0,1.5,4.7258156263,2.2604166667,1.5833333333,3.15,14.125,66.25,None,85.5833333333,1.8128019581,157,1.5,6,None,32.1428571429,1.5,2.2271468144,15,0.75,10.5,4.75,1,0.25,-2.7344045369,40,0,1.25,4.5,5.5714285714,0,2,225,0.56,5,5,5,66,3.6608038653,0,-0.7051956704,8,0,0.5,None,22.3333333333,1.5,5,0,8.5,5,1,579,15,0.5,1.1196428571,22.75,0.75,1,2,52,8.25,0,-0.1586736487,0,3.4834710744,39.25,0.4166666667,0.4357317888,0.25,33,0,0,1.5,22,4,1,3.6369212505,3,0.055266978,2.25,0,0,0.7875,2.7080128016,1,640.25,75,0.1596386054,13.4130952381,225,9.4162979279,4,3,1.8898196792,106.5,0,4,8,24,y2015,4,0,4.4785714286,144,182.25,1,73,4.2428571429,0.25,1.2583057392,3,32.1428571429,1,-0.7249856628,0,1.5416666667,0,28,0,1,1.1142857143,3.3532738095,-5.7637328169,0,0,48,73,0,2,0,34,-0.2820628726,0,144.75,2,3.043257157,4,10,9.25,None,67.8103974328,0,20.3469899494,0.0140597144,6,25.3031618578,24,5.5714285714,0.75,1.4464285714,2,414,19.9107142857,1.25,0,79.6428571429,6,26.0357142857,0.75,1,1,579,None,1.3925779915,0.5,2.2271468144,1.8972065021,3,1.4142135624,10.7186300716,31.5,4,19,40,0,9.2511260576,88.6666666667,1.4142135624,4598.25,7,39.25,1,53.5,20.25,22,114.889030612
1.9245008973,0.1735122993,1.8894708276,3,None,1,0,0,3,27.8,3,2.264902636,190,166,6,None,13,4.7545404638,0,1,0,4.8378010037,0,0,xianfa,0,4,4,2.1895134212,0,0,None,0,0.875,22.2328585656,1.1111111111,0,1.5,4.3333333333,64,None,40.3,2.1995196148,249,3,12,None,27,-0.1775147929,0,53,0.5,7,6,1,0.2,-1.2628488279,56,0,1,9,6.4166666667,0,0,648,0.52,2,2,2,32,0.154979096,0,3.5873091924,13,0,0,None,494.3,0.875,5,0,13.4,5,2,854,53,0.4472135955,0.7049145299,19,0,1,2.6,38,10.4,0,0.6598984406,0,4.8602556804,11,0.25,4.8220836288,0.2,52,0,0,1,20,5,1,1.6329754355,1,2.1935914932,1,0,0,0.5384615385,5.2725705306,0,4271.2,166,0.030106518,12.5277777778,648,7.9183331579,5,4,0.89941277,39,0,4,13,24,y2015,5,0,3.5245726496,43,92,1,97,2.5,0,1.7320508076,1,27,0,-2.9067930211,0,1,0,6,1,0,0.7777777778,2.5055555556,-2.9417396022,0,0,32,97,0,2.6,0,67,0.9537469553,0,170.8,1.3,5.1297839506,5,11.2,13,None,267.814674729,0,40.5770871305,-0.4619154991,12,65.3544183663,24,6.4166666667,1,0.8333333333,2.2360679775,1646.5,12.5948717949,1,0,62.9743589744,9,23,0,0,3,854,None,2.1698230718,0,3.6666666667,1.324727435,4,1.1401754251,11.434695809,20,4,12,56,0,6.3482280992,62.7,-0.4047960089,71724.7,3.3076923077,49.8,1,12,5.3333333333,20,130.752268245
0,0.2418105988,1.4633489843,2.25,None,1.5,1.5,0,0.6666666667,2.9166666667,3,1.6719545934,135,61,3.5,None,8.75,0.7515033124,0,1,0,1.8698927333,0,0,pokerface,1.4142135624,3,2,1.7893030761,1,1.4142135624,None,0,1.125,8.6554414484,1.3,2,1.825,3,45.75,None,2.9166666667,0.7528371991,100,2,4,None,28.2727272727,1.5,1.5,19,0.6,7.75,4.25,2,0.5,2.2937397916,26,0,1,4.5,4.7272727273,0,0,311,0.67,0,1.5,None,6,0.3428571429,0,1.9868244973,7,0.5,0,None,74.9166666667,1.125,4,0,6.25,4,1.75,435,19,0.5773502692,0.9539772727,7,0.75,1,1.75,33.75,4.25,0,1.2251871302,0,0.3428571429,7,0.3333333333,3.3102705886,0.3333333333,17,0,0,1.25,6,4,0.5,-1.2,3,1.4894161375,2.5,0,0,0.9,1.7078251277,0,676.666666667,61,0.0584723657,9.3772727273,311,3.8729833462,-6,2,-0.7528371991,12.75,0,2,8,11,y2015,3,0,3.8159090909,59,155,1,93,2.8693181818,1,0.8164965809,3,28.2727272727,0,0.5901247914,0,1,0,4,0,1,1.0454545455,2.3443181818,2.987795836,0,0,35.5,93,0,2,0,25,1.577634862,0,108.75,0.6666666667,2.7954321625,4,6.5,5.25,3,141.75654012,0,41.1207571266,-1.7297546858,4,26.0128173535,11,4.7272727273,0,1.0994318182,0,1690.91666667,11.7869318182,1,0,47.1477272727,6.5,16.7244318182,0.75,None,2,435,None,1.2305415358,0,1.5,0,2,0.8164965809,11.9357402464,17.5,3,4,26,0,1.7078251277,15,0,20094.9166667,3,25,0,19,7.9375,6,142.461895231
