,team,results_loss,results_S,results_R,results_games,results_tie,results_win,results_win_diff,results_win_rate,results_goals_diff,results_loss_rate,competition,year
0,ai2004,2.0,19,9,7,0.0,5.0,0.42857142857142855,0.7142857142857143,1.4285714285714286,0.2857142857142857,AI-Games,2005
1,hopomo,2.0,0,12,2,0.0,0.0,-1.0,0.0,-6.0,1.0,AI-Games,2005
2,actu,2.0,0,7,2,0.0,0.0,-1.0,0.0,-3.5,1.0,AI-Games,2005
3,biust,2.0,19,10,6,1.0,3.0,0.16666666666666666,0.5,1.5,0.3333333333333333,AI-Games,2005
4,iust,4.0,2,13,5,0.0,1.0,-0.6,0.2,-2.2,0.8,AI-Games,2005
5,nemesism,2.0,23,3,6,0.0,4.0,0.3333333333333333,0.6666666666666666,3.3333333333333335,0.3333333333333333,AI-Games,2005
6,nexus,2.0,0,9,2,0.0,0.0,-1.0,0.0,-4.5,1.0,AI-Games,2005
7,raider,2.0,23,6,8,0.0,6.0,0.5,0.75,2.125,0.25,AI-Games,2005
8,scorpius,3.0,10,27,6,1.0,2.0,-0.16666666666666666,0.3333333333333333,-2.8333333333333335,0.5,AI-Games,2005
9,aria,1.0,4,1,4,0.0,3.0,0.5,0.75,0.75,0.25,AUTOpens,2005
10,mersad,1.0,7,2,4,0.0,3.0,0.5,0.75,1.25,0.25,AUTOpens,2005
11,nemesis,4.0,1,9,4,0.0,0.0,-1.0,0.0,-2.0,1.0,AUTOpens,2005
12,feisim06,2.0,1,8,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-2.3333333333333335,0.6666666666666666,BrazilianOpens,2006
13,ita2005,2.0,1,14,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-4.333333333333333,0.6666666666666666,BrazilianOpens,2006
14,itandroids,4.0,0,19,4,0.0,0.0,-1.0,0.0,-4.75,1.0,BrazilianOpens,2006
15,krov,1.0,20,2,4,0.0,3.0,0.5,0.75,4.5,0.25,BrazilianOpens,2006
16,maua,1.0,19,3,4,0.0,3.0,0.5,0.75,4.0,0.25,BrazilianOpens,2006
17,mecateam,1.0,13,8,4,0.0,3.0,0.5,0.75,1.25,0.25,BrazilianOpens,2006
18,base,0.0,0,0,2,2.0,0.0,0.0,0.0,0.0,0.0,CBR,2013
19,expertinos,5.0,8,15,6,0.0,1.0,-0.6666666666666666,0.16666666666666666,-1.1666666666666667,0.8333333333333334,CBR,2013
20,furgbot,5.0,23,26,13,3.0,5.0,0.0,0.38461538461538464,-0.23076923076923078,0.38461538461538464,CBR,2013
21,gpr2d,2.0,2,7,5,2.0,1.0,-0.2,0.2,-1.0,0.4,CBR,2013
22,ibots,6.0,26,25,12,1.0,5.0,-0.08333333333333333,0.4166666666666667,0.08333333333333333,0.5,CBR,2013
23,itandroids,3.0,41,16,13,0.0,10.0,0.5384615384615384,0.7692307692307693,1.9230769230769231,0.23076923076923078,CBR,2013
24,robocap,5.0,6,24,7,1.0,1.0,-0.5714285714285714,0.14285714285714285,-2.5714285714285716,0.7142857142857143,CBR,2013
25,uaisoccer2d,4.0,25,20,14,4.0,6.0,0.14285714285714285,0.42857142857142855,0.35714285714285715,0.2857142857142857,CBR,2013
26,warthog,4.0,22,20,10,1.0,5.0,0.1,0.5,0.2,0.4,CBR,2013
27,mammoth,5.0,4,13,7,0.0,2.0,-0.42857142857142855,0.2857142857142857,-1.2857142857142858,0.7142857142857143,ChinaOpens,2003
28,paulon,4.0,9,16,6,0.0,2.0,-0.3333333333333333,0.3333333333333333,-1.1666666666666667,0.6666666666666666,ChinaOpens,2003
29,roci,4.0,1,10,4,0.0,0.0,-1.0,0.0,-2.25,1.0,ChinaOpens,2003
30,rocii,1.0,0,2,1,0.0,0.0,-1.0,0.0,-2.0,1.0,ChinaOpens,2003
31,seal,4.0,9,14,8,0.0,4.0,0.0,0.5,-0.625,0.5,ChinaOpens,2003
32,yunluteam,5.0,14,16,10,0.0,5.0,0.0,0.5,-0.2,0.5,ChinaOpens,2003
33,afu2003,3.0,3,5,4,0.0,1.0,-0.5,0.25,-0.5,0.75,ChinaOpens,2003
34,amoynq,1.0,12,1,6,0.0,5.0,0.6666666666666666,0.8333333333333334,1.8333333333333333,0.16666666666666666,ChinaOpens,2003
35,bimexplorer,2.0,5,4,6,0.0,4.0,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.3333333333333333,ChinaOpens,2003
36,bitwo,4.0,57,13,17,0.0,13.0,0.5294117647058824,0.7647058823529411,2.588235294117647,0.23529411764705882,ChinaOpens,2003
37,blessdut,7.0,1,19,8,0.0,1.0,-0.75,0.125,-2.25,0.875,ChinaOpens,2003
38,chinaocean,0.0,7,0,2,0.0,2.0,1.0,1.0,3.5,0.0,ChinaOpens,2003
39,csu,1.0,0,1,1,0.0,0.0,-1.0,0.0,-1.0,1.0,ChinaOpens,2003
40,everest,2.0,18,5,6,0.0,4.0,0.3333333333333333,0.6666666666666666,2.1666666666666665,0.3333333333333333,ChinaOpens,2003
41,hfutgocom1,3.0,0,8,3,0.0,0.0,-1.0,0.0,-2.6666666666666665,1.0,ChinaOpens,2003
42,hfutgocom2,8.0,8,30,10,0.0,2.0,-0.6,0.2,-2.2,0.8,ChinaOpens,2003
43,hnstyellowriver,3.0,1,5,4,0.0,1.0,-0.5,0.25,-1.0,0.75,ChinaOpens,2003
44,i_believedut,2.0,6,3,6,0.0,4.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,ChinaOpens,2003
45,newneu,5.0,4,17,6,0.0,1.0,-0.6666666666666666,0.16666666666666666,-2.1666666666666665,0.8333333333333334,ChinaOpens,2003
46,novauro,3.0,32,12,12,0.0,9.0,0.5,0.75,1.6666666666666667,0.25,ChinaOpens,2003
47,nubot,2.0,2,8,4,0.0,2.0,0.0,0.5,-1.5,0.5,ChinaOpens,2003
48,roboys,3.0,0,15,3,0.0,0.0,-1.0,0.0,-5.0,1.0,ChinaOpens,2003
49,scutrobot,3.0,0,11,3,0.0,0.0,-1.0,0.0,-3.6666666666666665,1.0,ChinaOpens,2003
50,seu,4.0,0,13,4,0.0,0.0,-1.0,0.0,-3.25,1.0,ChinaOpens,2003
51,shustriver,2.0,2,4,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,ChinaOpens,2003
52,shustriver2003,2.0,0,5,2,0.0,0.0,-1.0,0.0,-2.5,1.0,ChinaOpens,2003
53,tsinghuaeolus,0.0,31,1,11,0.0,11.0,1.0,1.0,2.727272727272727,0.0,ChinaOpens,2003
54,ujdb,1.0,0,4,1,0.0,0.0,-1.0,0.0,-4.0,1.0,ChinaOpens,2003
55,we2,3.0,14,6,9,0.0,6.0,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.3333333333333333,ChinaOpens,2003
56,we22,0.0,1,0,1,0.0,1.0,1.0,1.0,1.0,0.0,ChinaOpens,2003
57,wei,1.0,15,4,7,0.0,6.0,0.7142857142857143,0.8571428571428571,1.5714285714285714,0.14285714285714285,ChinaOpens,2003
58,winglet2003,4.0,11,13,9,0.0,5.0,0.1111111111111111,0.5555555555555556,-0.2222222222222222,0.4444444444444444,ChinaOpens,2003
59,xdstormer,5.0,0,11,5,0.0,0.0,-1.0,0.0,-2.2,1.0,ChinaOpens,2003
60,zjubase,1.0,26,3,8,0.0,7.0,0.75,0.875,2.875,0.125,ChinaOpens,2003
61,zzg,2.0,1,2,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,ChinaOpens,2003
62,all,2.0,5,17,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-4.0,0.6666666666666666,ChinaOpens,2006
63,calm2d,6.0,1,13,6,0.0,0.0,-1.0,0.0,-2.0,1.0,ChinaOpens,2006
64,explorer,4.0,0,7,4,0.0,0.0,-1.0,0.0,-1.75,1.0,ChinaOpens,2006
65,jet,4.0,5,14,5,0.0,1.0,-0.6,0.2,-1.8,0.8,ChinaOpens,2006
66,roc2006,4.0,20,13,9,0.0,5.0,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.4444444444444444,ChinaOpens,2006
67,yunlu,2.0,7,5,4,0.0,2.0,0.0,0.5,0.5,0.5,ChinaOpens,2006
68,afu2006,1.0,0,2,1,0.0,0.0,-1.0,0.0,-2.0,1.0,ChinaOpens,2006
69,aiai,2.0,2,7,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-1.6666666666666667,0.6666666666666666,ChinaOpens,2006
70,amoiensisnq,2.0,25,5,9,0.0,7.0,0.5555555555555556,0.7777777777777778,2.2222222222222223,0.2222222222222222,ChinaOpens,2006
71,biteverest2006,2.0,0,8,2,0.0,0.0,-1.0,0.0,-4.0,1.0,ChinaOpens,2006
72,bjut,2.0,0,3,2,0.0,0.0,-1.0,0.0,-1.5,1.0,ChinaOpens,2006
73,brainstormers06,1.0,21,5,8,0.0,7.0,0.75,0.875,2.0,0.125,ChinaOpens,2006
74,czu,6.0,33,21,15,0.0,9.0,0.2,0.6,0.8,0.4,ChinaOpens,2006
75,dreamwing2006,7.0,4,37,9,1.0,1.0,-0.6666666666666666,0.1111111111111111,-3.6666666666666665,0.7777777777777778,ChinaOpens,2006
76,everest,3.0,5,9,7,1.0,3.0,0.0,0.42857142857142855,-0.5714285714285714,0.42857142857142855,ChinaOpens,2006
77,fzu,3.0,0,10,3,0.0,0.0,-1.0,0.0,-3.3333333333333335,1.0,ChinaOpens,2006
78,hfutengine,0.0,7,0,1,0.0,1.0,1.0,1.0,7.0,0.0,ChinaOpens,2006
79,hhitimer,5.0,32,7,16,0.0,11.0,0.375,0.6875,1.5625,0.3125,ChinaOpens,2006
80,jmu,5.0,7,20,7,0.0,2.0,-0.42857142857142855,0.2857142857142857,-1.8571428571428572,0.7142857142857143,ChinaOpens,2006
81,mecateam,2.0,0,10,2,0.0,0.0,-1.0,0.0,-5.0,1.0,ChinaOpens,2006
82,nankaimagic,3.0,19,9,7,0.0,4.0,0.14285714285714285,0.5714285714285714,1.4285714285714286,0.42857142857142855,ChinaOpens,2006
83,paradise,6.0,8,11,7,0.0,1.0,-0.7142857142857143,0.14285714285714285,-0.42857142857142855,0.8571428571428571,ChinaOpens,2006
84,seu,1.0,5,5,3,0.0,2.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,ChinaOpens,2006
85,shu2006,3.0,11,12,5,0.0,2.0,-0.2,0.4,-0.2,0.6,ChinaOpens,2006
86,strive,4.0,2,15,4,0.0,0.0,-1.0,0.0,-3.25,1.0,ChinaOpens,2006
87,superstar,4.0,2,24,5,0.0,1.0,-0.6,0.2,-4.4,0.8,ChinaOpens,2006
88,toofan2006,7.0,7,30,11,2.0,2.0,-0.45454545454545453,0.18181818181818182,-2.090909090909091,0.6363636363636364,ChinaOpens,2006
89,we2006,0.0,42,8,13,0.0,13.0,1.0,1.0,2.6153846153846154,0.0,ChinaOpens,2006
90,wust,3.0,23,9,11,0.0,8.0,0.45454545454545453,0.7272727272727273,1.2727272727272727,0.2727272727272727,ChinaOpens,2006
91,zjubase,1.0,32,4,11,0.0,10.0,0.8181818181818182,0.9090909090909091,2.5454545454545454,0.09090909090909091,ChinaOpens,2006
92,zzjyxyfs,4.0,28,13,9,0.0,5.0,0.1111111111111111,0.5555555555555556,1.6666666666666667,0.4444444444444444,ChinaOpens,2006
93,engine,2.0,25,8,13,2.0,9.0,0.5384615384615384,0.6923076923076923,1.3076923076923077,0.15384615384615385,ChinaOpens,2007
94,tehran,1.0,39,5,14,0.0,13.0,0.8571428571428571,0.9285714285714286,2.4285714285714284,0.07142857142857142,ChinaOpens,2007
95,calm2d,4.0,2,11,4,0.0,0.0,-1.0,0.0,-2.25,1.0,ChinaOpens,2007
96,jet,4.0,3,9,5,0.0,1.0,-0.6,0.2,-1.2,0.8,ChinaOpens,2007
97,superstar,3.0,6,10,10,3.0,4.0,0.1,0.4,-0.4,0.3,ChinaOpens,2007
98,tiji,7.0,14,26,11,0.0,4.0,-0.2727272727272727,0.36363636363636365,-1.0909090909090908,0.6363636363636364,ChinaOpens,2007
99,ahua,3.0,1,11,3,0.0,0.0,-1.0,0.0,-3.3333333333333335,1.0,ChinaOpens,2007
100,amoiensisnq,2.0,5,3,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,ChinaOpens,2007
101,baibuti,5.0,0,24,5,0.0,0.0,-1.0,0.0,-4.8,1.0,ChinaOpens,2007
102,bjut,2.0,22,5,8,0.0,6.0,0.5,0.75,2.125,0.25,ChinaOpens,2007
103,chuguo,4.0,6,9,5,0.0,1.0,-0.6,0.2,-0.6,0.8,ChinaOpens,2007
104,cug,5.0,4,17,5,0.0,0.0,-1.0,0.0,-2.6,1.0,ChinaOpens,2007
105,czu,2.0,6,7,4,0.0,2.0,0.0,0.5,-0.25,0.5,ChinaOpens,2007
106,dreamwing,3.0,18,12,8,1.0,4.0,0.125,0.5,0.75,0.375,ChinaOpens,2007
107,everest,3.0,12,13,8,1.0,4.0,0.125,0.5,-0.125,0.375,ChinaOpens,2007
108,everest2007,2.0,1,3,3,1.0,0.0,-0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,ChinaOpens,2007
109,jmu,2.0,0,6,2,0.0,0.0,-1.0,0.0,-3.0,1.0,ChinaOpens,2007
110,njuptap0l1o,3.0,18,12,13,0.0,10.0,0.5384615384615384,0.7692307692307693,0.46153846153846156,0.23076923076923078,ChinaOpens,2007
111,qzextenrc07,4.0,5,10,8,2.0,2.0,-0.25,0.25,-0.625,0.5,ChinaOpens,2007
112,robocupcin,4.0,3,18,6,1.0,1.0,-0.5,0.16666666666666666,-2.5,0.6666666666666666,ChinaOpens,2007
113,robotoos,3.0,1,21,4,1.0,0.0,-0.75,0.0,-5.0,0.75,ChinaOpens,2007
114,samin,5.0,5,11,8,1.0,2.0,-0.375,0.25,-0.75,0.625,ChinaOpens,2007
115,shootingstarwithfire,1.0,8,2,5,2.0,2.0,0.2,0.4,1.2,0.2,ChinaOpens,2007
116,shootingstarwithfire1,0.0,3,1,2,1.0,1.0,0.5,0.5,1.0,0.0,ChinaOpens,2007
117,shu,2.0,7,4,4,1.0,1.0,-0.25,0.25,0.75,0.5,ChinaOpens,2007
118,strive,3.0,6,9,4,0.0,1.0,-0.5,0.25,-0.75,0.75,ChinaOpens,2007
119,victory,2.0,21,6,7,1.0,4.0,0.2857142857142857,0.5714285714285714,2.142857142857143,0.2857142857142857,ChinaOpens,2007
120,we2007,0.0,20,1,5,0.0,5.0,1.0,1.0,3.8,0.0,ChinaOpens,2007
121,willeye,2.0,4,13,4,1.0,1.0,-0.25,0.25,-2.25,0.5,ChinaOpens,2007
122,wust2007,1.0,1,1,3,1.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,ChinaOpens,2007
123,zcvctf,4.0,33,11,14,2.0,8.0,0.2857142857142857,0.5714285714285714,1.5714285714285714,0.2857142857142857,ChinaOpens,2007
124,cumt,1.0,3,4,1,0.0,0.0,-1.0,0.0,-1.0,1.0,ChinaOpens,2008
125,cumt,0.0,7,1,4,1.0,3.0,0.75,0.75,1.5,0.0,ChinaOpens,2008
126,star,4.0,0,15,4,0.0,0.0,-1.0,0.0,-3.75,1.0,ChinaOpens,2008
127,tiji,6.0,7,17,9,0.0,3.0,-0.3333333333333333,0.3333333333333333,-1.1111111111111112,0.6666666666666666,ChinaOpens,2008
128,apollo,5.0,32,29,13,0.0,8.0,0.23076923076923078,0.6153846153846154,0.23076923076923078,0.38461538461538464,ChinaOpens,2008
129,aua,7.0,18,18,12,1.0,4.0,-0.25,0.3333333333333333,0.0,0.5833333333333334,ChinaOpens,2008
130,bjut,5.0,0,22,5,0.0,0.0,-1.0,0.0,-4.4,1.0,ChinaOpens,2008
131,czu,4.0,25,14,11,2.0,5.0,0.09090909090909091,0.45454545454545453,1.0,0.36363636363636365,ChinaOpens,2008
132,desertegl,0.0,51,1,10,0.0,10.0,1.0,1.0,5.0,0.0,ChinaOpens,2008
133,dreamwing,0.0,8,0,1,0.0,1.0,1.0,1.0,8.0,0.0,ChinaOpens,2008
134,dreamwing08,0.0,5,0,3,0.0,3.0,1.0,1.0,1.6666666666666667,0.0,ChinaOpens,2008
135,eagle,0.0,15,1,5,1.0,4.0,0.8,0.8,2.8,0.0,ChinaOpens,2008
136,engine2d,3.0,49,10,12,0.0,9.0,0.5,0.75,3.25,0.25,ChinaOpens,2008
137,everest,2.0,12,13,4,1.0,1.0,-0.25,0.25,-0.25,0.5,ChinaOpens,2008
138,firecore,9.0,0,21,9,0.0,0.0,-1.0,0.0,-2.3333333333333335,1.0,ChinaOpens,2008
139,gear2d,3.0,5,8,5,1.0,1.0,-0.4,0.2,-0.6,0.6,ChinaOpens,2008
140,hellibash,8.0,24,42,15,0.0,7.0,-0.06666666666666667,0.4666666666666667,-1.2,0.5333333333333333,ChinaOpens,2008
141,jmu,8.0,15,34,10,0.0,2.0,-0.6,0.2,-1.9,0.8,ChinaOpens,2008
142,pasargadae,4.0,21,22,11,0.0,7.0,0.2727272727272727,0.6363636363636364,-0.09090909090909091,0.36363636363636365,ChinaOpens,2008
143,qzextenrc07,0.0,4,3,1,0.0,1.0,1.0,1.0,1.0,0.0,ChinaOpens,2008
144,qzextenrc08,0.0,13,1,4,1.0,3.0,0.75,0.75,3.0,0.0,ChinaOpens,2008
145,strive,5.0,9,23,8,1.0,2.0,-0.375,0.25,-1.75,0.625,ChinaOpens,2008
146,strong,4.0,4,22,4,0.0,0.0,-1.0,0.0,-4.5,1.0,ChinaOpens,2008
147,tjnu,5.0,15,22,10,2.0,3.0,-0.2,0.3,-0.7,0.5,ChinaOpens,2008
148,we2008,1.0,26,4,10,0.0,9.0,0.8,0.9,2.2,0.1,ChinaOpens,2008
149,zcvctf,8.0,24,45,15,1.0,6.0,-0.13333333333333333,0.4,-1.4,0.5333333333333333,ChinaOpens,2008
150,sky,10.0,3,27,11,1.0,0.0,-0.9090909090909091,0.0,-2.1818181818181817,0.9090909090909091,ChinaOpens,2009
151,yunlu,8.0,8,29,11,1.0,2.0,-0.5454545454545454,0.18181818181818182,-1.9090909090909092,0.7272727272727273,ChinaOpens,2009
152,amoiensisnq,2.0,33,9,14,0.0,12.0,0.7142857142857143,0.8571428571428571,1.7142857142857142,0.14285714285714285,ChinaOpens,2009
153,apollo,7.0,30,34,15,0.0,8.0,0.06666666666666667,0.5333333333333333,-0.26666666666666666,0.4666666666666667,ChinaOpens,2009
154,aua2009,7.0,14,13,11,0.0,4.0,-0.2727272727272727,0.36363636363636365,0.09090909090909091,0.6363636363636364,ChinaOpens,2009
155,bityphoon,4.0,21,10,11,0.0,7.0,0.2727272727272727,0.6363636363636364,1.0,0.36363636363636365,ChinaOpens,2009
156,dreamwing,7.0,23,30,11,1.0,3.0,-0.36363636363636365,0.2727272727272727,-0.6363636363636364,0.6363636363636364,ChinaOpens,2009
157,eskilas,3.0,23,17,14,1.0,10.0,0.5,0.7142857142857143,0.42857142857142855,0.21428571428571427,ChinaOpens,2009
158,gdut2009,8.0,13,23,11,1.0,2.0,-0.5454545454545454,0.18181818181818182,-0.9090909090909091,0.7272727272727273,ChinaOpens,2009
159,hfutengine,6.0,26,21,13,3.0,4.0,-0.15384615384615385,0.3076923076923077,0.38461538461538464,0.46153846153846156,ChinaOpens,2009
160,miracle,4.0,0,12,4,0.0,0.0,-1.0,0.0,-3.0,1.0,ChinaOpens,2009
161,nedu,0.0,16,3,4,0.0,4.0,1.0,1.0,3.25,0.0,ChinaOpens,2009
162,robosampad,3.0,48,8,14,0.0,11.0,0.5714285714285714,0.7857142857142857,2.857142857142857,0.21428571428571427,ChinaOpens,2009
163,scnu,4.0,0,28,4,0.0,0.0,-1.0,0.0,-7.0,1.0,ChinaOpens,2009
164,shahedtech,3.0,27,11,13,0.0,10.0,0.5384615384615384,0.7692307692307693,1.2307692307692308,0.23076923076923078,ChinaOpens,2009
165,tjnu,7.0,29,40,14,1.0,6.0,-0.07142857142857142,0.42857142857142855,-0.7857142857142857,0.5,ChinaOpens,2009
166,we2009,1.0,58,3,15,0.0,14.0,0.8666666666666667,0.9333333333333333,3.6666666666666665,0.06666666666666667,ChinaOpens,2009
167,wolfmountain,6.0,10,27,10,1.0,3.0,-0.3,0.3,-1.7,0.6,ChinaOpens,2009
168,yushan,10.0,1,38,10,0.0,0.0,-1.0,0.0,-3.7,1.0,ChinaOpens,2009
169,yunlu,4.0,50,32,13,0.0,9.0,0.38461538461538464,0.6923076923076923,1.3846153846153846,0.3076923076923077,ChinaOpens,2011
170,abit,9.0,12,54,11,1.0,1.0,-0.7272727272727273,0.09090909090909091,-3.8181818181818183,0.8181818181818182,ChinaOpens,2011
171,amoynq,4.0,23,17,12,0.0,8.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,ChinaOpens,2011
172,apollo2011,9.0,22,43,12,1.0,2.0,-0.5833333333333334,0.16666666666666666,-1.75,0.75,ChinaOpens,2011
173,aua2d,4.0,33,21,11,1.0,6.0,0.18181818181818182,0.5454545454545454,1.0909090909090908,0.36363636363636365,ChinaOpens,2011
174,bjut,9.0,21,56,12,1.0,2.0,-0.5833333333333334,0.16666666666666666,-2.9166666666666665,0.75,ChinaOpens,2011
175,bluespider,4.0,38,36,14,1.0,9.0,0.35714285714285715,0.6428571428571429,0.14285714285714285,0.2857142857142857,ChinaOpens,2011
176,dreamwing2011,3.0,26,17,12,2.0,7.0,0.3333333333333333,0.5833333333333334,0.75,0.25,ChinaOpens,2011
177,gdut2011,3.0,43,20,12,0.0,9.0,0.5,0.75,1.9166666666666667,0.25,ChinaOpens,2011
178,hfutengine2011,12.0,14,54,13,0.0,1.0,-0.8461538461538461,0.07692307692307693,-3.076923076923077,0.9230769230769231,ChinaOpens,2011
179,miracle,3.0,19,15,9,1.0,5.0,0.2222222222222222,0.5555555555555556,0.4444444444444444,0.3333333333333333,ChinaOpens,2011
180,mpj,8.0,8,30,10,0.0,2.0,-0.6,0.2,-2.2,0.8,ChinaOpens,2011
181,nadco,3.0,6,14,6,2.0,1.0,-0.3333333333333333,0.16666666666666666,-1.3333333333333333,0.5,ChinaOpens,2011
182,riton,8.0,12,21,13,2.0,3.0,-0.38461538461538464,0.23076923076923078,-0.6923076923076923,0.6153846153846154,ChinaOpens,2011
183,swun,1.0,31,16,8,1.0,6.0,0.625,0.75,1.875,0.125,ChinaOpens,2011
184,tjnu,4.0,31,19,10,0.0,6.0,0.2,0.6,1.2,0.4,ChinaOpens,2011
185,wonderpines,9.0,28,32,14,0.0,5.0,-0.2857142857142857,0.35714285714285715,-0.2857142857142857,0.6428571428571429,ChinaOpens,2011
186,wrighteagle,1.0,60,7,13,1.0,11.0,0.7692307692307693,0.8461538461538461,4.076923076923077,0.07692307692307693,ChinaOpens,2011
187,yushan2011,4.0,49,22,13,0.0,9.0,0.38461538461538464,0.6923076923076923,2.076923076923077,0.3076923076923077,ChinaOpens,2011
188,mt,4.0,20,11,6,0.0,2.0,-0.3333333333333333,0.3333333333333333,1.5,0.6666666666666666,ChinaOpens,2012
189,taac2012,3.0,6,16,3,0.0,0.0,-1.0,0.0,-3.3333333333333335,1.0,ChinaOpens,2012
190,tiji,2.0,16,12,6,1.0,3.0,0.16666666666666666,0.5,0.6666666666666666,0.3333333333333333,ChinaOpens,2012
191,yunlu,2.0,19,9,6,0.0,4.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,ChinaOpens,2012
192,apollo2d,4.0,12,19,6,0.0,2.0,-0.3333333333333333,0.3333333333333333,-1.1666666666666667,0.6666666666666666,ChinaOpens,2012
193,aua2d,3.0,19,15,6,0.0,3.0,0.0,0.5,0.6666666666666666,0.5,ChinaOpens,2012
194,bjut,2.0,7,13,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-2.0,0.6666666666666666,ChinaOpens,2012
195,dreamwing2d,4.0,18,22,6,0.0,2.0,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,ChinaOpens,2012
196,hfutegine,3.0,0,17,3,0.0,0.0,-1.0,0.0,-5.666666666666667,1.0,ChinaOpens,2012
197,hfutengine2012,2.0,5,7,3,0.0,1.0,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,ChinaOpens,2012
198,miracle2012,2.0,3,15,3,1.0,0.0,-0.6666666666666666,0.0,-4.0,0.6666666666666666,ChinaOpens,2012
199,tjnu,2.0,23,17,8,0.0,6.0,0.5,0.75,0.75,0.25,ChinaOpens,2012
200,tornado,3.0,0,25,3,0.0,0.0,-1.0,0.0,-8.333333333333334,1.0,ChinaOpens,2012
201,wonderpines,2.0,17,14,6,0.0,4.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,ChinaOpens,2012
202,wrighteagle,1.0,41,6,10,1.0,8.0,0.7,0.8,3.5,0.1,ChinaOpens,2012
203,xmunq,3.0,10,9,7,0.0,4.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.42857142857142855,ChinaOpens,2012
204,yushan2012,2.0,19,8,7,1.0,4.0,0.2857142857142857,0.5714285714285714,1.5714285714285714,0.2857142857142857,ChinaOpens,2012
205,humboldt,6.0,2,20,9,3.0,0.0,-0.6666666666666666,0.0,-2.0,0.6666666666666666,DutchOpens,2006
206,brainstormers06,0.0,34,0,9,0.0,9.0,1.0,1.0,3.7777777777777777,0.0,DutchOpens,2006
207,fcportugal,4.0,8,13,9,1.0,4.0,0.0,0.4444444444444444,-0.5555555555555556,0.4444444444444444,DutchOpens,2006
208,seu,4.0,3,14,7,2.0,1.0,-0.42857142857142855,0.14285714285714285,-1.5714285714285714,0.5714285714285714,DutchOpens,2006
209,marlik,3.0,8,6,12,5.0,4.0,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.25,DutchOpens,2012
210,fcportugal,8.0,5,18,15,5.0,2.0,-0.4,0.13333333333333333,-0.8666666666666667,0.5333333333333333,DutchOpens,2012
211,gliders2012,0.0,26,4,11,2.0,9.0,0.8181818181818182,0.8181818181818182,2.0,0.0,DutchOpens,2012
212,nadco,2.0,4,6,6,2.0,2.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,DutchOpens,2012
213,riton,8.0,9,18,16,4.0,4.0,-0.25,0.25,-0.5625,0.5,DutchOpens,2012
214,engine,3.0,21,22,7,0.0,4.0,0.14285714285714285,0.5714285714285714,-0.14285714285714285,0.42857142857142855,Exercise,2008
215,fc,3.0,2,11,3,0.0,0.0,-1.0,0.0,-3.0,1.0,Exercise,2008
216,amoynq,3.0,6,9,6,2.0,1.0,-0.3333333333333333,0.16666666666666666,-0.5,0.5,Exercise,2008
217,brainstormers08,1.0,1,2,3,1.0,1.0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,Exercise,2008
218,cat,2.0,15,15,6,3.0,1.0,-0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,Exercise,2008
219,czu,4.0,7,18,6,1.0,1.0,-0.5,0.16666666666666666,-1.8333333333333333,0.6666666666666666,Exercise,2008
220,dreamwing,2.0,6,14,7,2.0,3.0,0.14285714285714285,0.42857142857142855,-1.1428571428571428,0.2857142857142857,Exercise,2008
221,feb29,2.0,4,10,4,1.0,1.0,-0.25,0.25,-1.5,0.5,Exercise,2008
222,george,1.0,17,13,5,1.0,3.0,0.4,0.6,0.8,0.2,Exercise,2008
223,ggfuji,1.0,21,18,5,2.0,2.0,0.2,0.4,0.6,0.2,Exercise,2008
224,helios2008,2.0,22,12,7,0.0,5.0,0.42857142857142855,0.7142857142857143,1.4285714285714286,0.2857142857142857,Exercise,2008
225,jmu,3.0,0,14,3,0.0,0.0,-1.0,0.0,-4.666666666666667,1.0,Exercise,2008
