,teamname,loss,S,R,games,tie,win,competition,year,win_diff,win_rate,goals_diff,loss_rate,team,rank
420,mrb,7.0,14,31,12,2.0,3.0,WorldCup,2003,-0.3333333333333333,0.25,-1.4166666666666667,0.5833333333333334,mrb,
421,hys,7.0,6,19,12,2.0,3.0,JapanOpens,2007,-0.3333333333333333,0.25,-1.0833333333333333,0.5833333333333334,hys,
422,bjut,2.0,7,13,3,0.0,1.0,ChinaOpens,2012,-0.3333333333333333,0.3333333333333333,-2.0,0.6666666666666666,bjut,
423,nopporoes07,7.0,6,30,12,2.0,3.0,JapanOpens,2007,-0.3333333333333333,0.25,-2.0,0.5833333333333334,nopporoes07,
424,dreamwing2d,4.0,18,22,6,0.0,2.0,ChinaOpens,2012,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,dreamwing2d,
425,hfutengine2012,2.0,5,7,3,0.0,1.0,ChinaOpens,2012,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,hfutengine2012,
426,nemesis,2.0,9,6,3,0.0,1.0,Exercise,2008,-0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,nemesis,
427,cmorq2017,7.0,11,22,12,2.0,3.0,IranOpens,2017,-0.3333333333333333,0.25,-0.9166666666666666,0.5833333333333334,cmorq2017,
428,strt,2.0,1,7,3,0.0,1.0,IranOpens,2016,-0.3333333333333333,0.3333333333333333,-2.0,0.6666666666666666,strt,
429,apollo2d,4.0,12,19,6,0.0,2.0,ChinaOpens,2012,-0.3333333333333333,0.3333333333333333,-1.1666666666666667,0.6666666666666666,apollo2d,
430,_bi,4.0,18,20,6,0.0,2.0,JapanOpens,2013,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,bi,
431,_u,6.0,2,11,12,4.0,2.0,JapanOpens,2009,-0.3333333333333333,0.16666666666666666,-0.75,0.5,u,
432,feisim06,2.0,1,8,3,0.0,1.0,BrazilianOpens,2006,-0.3333333333333333,0.3333333333333333,-2.3333333333333335,0.6666666666666666,feisim06,
433,_galaxy,4.0,9,16,9,4.0,1.0,JapanOpens,2011,-0.3333333333333333,0.1111111111111111,-0.7777777777777778,0.4444444444444444,galaxy,
434,raic09,6.0,10,17,12,4.0,2.0,JapanOpens,2009,-0.3333333333333333,0.16666666666666666,-0.5833333333333334,0.5,raic09,
435,iranians,2.0,4,9,3,0.0,1.0,WorldCup,2003,-0.3333333333333333,0.3333333333333333,-1.6666666666666667,0.6666666666666666,iranians,
436,amoynq,3.0,6,9,6,2.0,1.0,Exercise,2008,-0.3333333333333333,0.16666666666666666,-0.5,0.5,amoynq,
437,nexus2d,4.0,8,14,6,0.0,2.0,WorldCup,2017,-0.3333333333333333,0.3333333333333333,-1.0,0.6666666666666666,nexus2d,
438,ita2005,2.0,1,14,3,0.0,1.0,BrazilianOpens,2006,-0.3333333333333333,0.3333333333333333,-4.333333333333333,0.6666666666666666,ita2005,
439,epsilon2d,2.0,5,9,3,0.0,1.0,IranOpens,2008,-0.3333333333333333,0.3333333333333333,-1.3333333333333333,0.6666666666666666,epsilon2d,
440,-all,2.0,5,17,3,0.0,1.0,ChinaOpens,2006,-0.3333333333333333,0.3333333333333333,-4.0,0.6666666666666666,all,
441,_paulon,4.0,9,16,6,0.0,2.0,ChinaOpens,2003,-0.3333333333333333,0.3333333333333333,-1.1666666666666667,0.6666666666666666,paulon,
442,zzg,2.0,1,2,3,0.0,1.0,ChinaOpens,2003,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,zzg,
443,robolog2k1,2.0,6,5,3,0.0,1.0,WorldCup,2002,-0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,robolog2k1,
444,hfutengine,10.0,18,42,15,0.0,5.0,WorldCup,2014,-0.3333333333333333,0.3333333333333333,-1.6,0.6666666666666666,hfutengine,
445,puppets,3.0,2,12,6,2.0,1.0,JapanAutumnCamp,2002,-0.3333333333333333,0.16666666666666666,-1.6666666666666667,0.5,puppets,
446,_mt,4.0,20,11,6,0.0,2.0,ChinaOpens,2012,-0.3333333333333333,0.3333333333333333,1.5,0.6666666666666666,mt,
447,shustriver,2.0,2,4,3,0.0,1.0,ChinaOpens,2003,-0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.6666666666666666,shustriver,
448,nitstones2004,2.0,2,3,3,0.0,1.0,JapanOpens,2004,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,nitstones2004,
449,aiai,2.0,2,7,3,0.0,1.0,ChinaOpens,2006,-0.3333333333333333,0.3333333333333333,-1.6666666666666667,0.6666666666666666,aiai,
450,sugarcult,2.0,3,7,3,0.0,1.0,SimKansai,2006,-0.3333333333333333,0.3333333333333333,-1.3333333333333333,0.6666666666666666,sugarcult,
451,ribomb06,2.0,4,10,3,0.0,1.0,SimKansai,2006,-0.3333333333333333,0.3333333333333333,-2.0,0.6666666666666666,ribomb06,
452,toofan,1.0,1,4,3,2.0,0.0,IranOpens,2006,-0.3333333333333333,0.0,-1.0,0.3333333333333333,toofan,
453,strt,8.0,6,17,12,0.0,4.0,IranOpens,2017,-0.3333333333333333,0.3333333333333333,-0.9166666666666666,0.6666666666666666,strt,
454,-thinkingants,2.0,4,7,3,0.0,1.0,JapanOpens,2004,-0.3333333333333333,0.3333333333333333,-1.0,0.6666666666666666,thinkingants,
455,nadco,3.0,6,14,6,2.0,1.0,ChinaOpens,2011,-0.3333333333333333,0.16666666666666666,-1.3333333333333333,0.5,nadco,
456,_calcio,4.0,3,8,6,0.0,2.0,JapanAutumnCamp,2003,-0.3333333333333333,0.3333333333333333,-0.8333333333333334,0.6666666666666666,calcio,
457,axiom,10.0,19,30,16,1.0,5.0,WorldCup,2012,-0.3125,0.3125,-0.6875,0.625,axiom,
458,iran,16.0,32,54,29,6.0,7.0,WorldCup,2009,-0.3103448275862069,0.2413793103448276,-0.7586206896551724,0.5517241379310345,iran,
459,sourena,7.0,7,16,13,3.0,3.0,IranOpens,2010,-0.3076923076923077,0.23076923076923078,-0.6923076923076923,0.5384615384615384,sourena,
460,gemini,6.0,11,17,13,5.0,2.0,WorldCup,2002,-0.3076923076923077,0.15384615384615385,-0.46153846153846156,0.46153846153846156,gemini,
461,hana,6.0,11,22,10,1.0,3.0,JapanOpens,2004,-0.3,0.3,-1.1,0.6,hana,
462,robosina,6.0,12,14,10,1.0,3.0,WorldCup,2006,-0.3,0.3,-0.2,0.6,robosina,
463,kickofftug,5.0,6,8,10,3.0,2.0,GermanOpens,2010,-0.3,0.2,-0.2,0.5,kickofftug,
464,masa,4.0,1,15,10,5.0,1.0,JapanAutumnCamp,2004,-0.3,0.1,-1.4,0.4,masa,
465,wolfmountain,6.0,10,27,10,1.0,3.0,ChinaOpens,2009,-0.3,0.3,-1.7,0.6,wolfmountain,
466,-griffins,6.0,10,23,10,1.0,3.0,IranOpens,2010,-0.3,0.3,-1.3,0.6,griffins,
467,riton,5.0,5,14,10,3.0,2.0,IranOpens,2016,-0.3,0.2,-0.9,0.5,riton,
468,-rp,4.0,3,7,10,5.0,1.0,JapanAutumnCamp,2004,-0.3,0.1,-0.4,0.4,rp,
469,hermes,8.0,10,23,17,6.0,3.0,WorldCup,2014,-0.29411764705882354,0.17647058823529413,-0.7647058823529411,0.47058823529411764,hermes,
470,ziziphus,10.0,19,35,17,2.0,5.0,IranOpens,2016,-0.29411764705882354,0.29411764705882354,-0.9411764705882353,0.5882352941176471,ziziphus,
471,cyrus,9.0,24,42,17,4.0,4.0,WorldCup,2013,-0.29411764705882354,0.23529411764705882,-1.0588235294117647,0.5294117647058824,cyrus,
472,-hx2,4.0,14,13,7,1.0,2.0,JapanOpens,2003,-0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,hx2,
473,-one903,4.0,18,21,7,1.0,2.0,JapanAutumnCamp,2010,-0.2857142857142857,0.2857142857142857,-0.42857142857142855,0.5714285714285714,one903,
474,_fcportugal,7.0,8,24,21,13.0,1.0,WorldCup,2003,-0.2857142857142857,0.047619047619047616,-0.7619047619047619,0.3333333333333333,fcportugal,
475,united,7.0,12,40,14,4.0,3.0,WorldCup,2002,-0.2857142857142857,0.21428571428571427,-2.0,0.5,united,
476,chameleons,4.0,10,16,7,1.0,2.0,WorldCup,2001,-0.2857142857142857,0.2857142857142857,-0.8571428571428571,0.5714285714285714,chameleons,
477,hfutengine2016,3.0,3,5,7,3.0,1.0,WorldCup,2016,-0.2857142857142857,0.14285714285714285,-0.2857142857142857,0.42857142857142855,hfutengine2016,
478,vtech,4.0,7,11,7,1.0,2.0,IranOpens,2006,-0.2857142857142857,0.2857142857142857,-0.5714285714285714,0.5714285714285714,vtech,
479,wonderpines,9.0,28,32,14,0.0,5.0,ChinaOpens,2011,-0.2857142857142857,0.35714285714285715,-0.2857142857142857,0.6428571428571429,wonderpines,
480,kickofftug,25.0,39,73,46,9.0,12.0,WorldCup,2010,-0.2826086956521739,0.2608695652173913,-0.7391304347826086,0.5434782608695652,kickofftug,
481,robopars,6.0,10,22,11,2.0,3.0,IranOpens,2006,-0.2727272727272727,0.2727272727272727,-1.0909090909090908,0.5454545454545454,robopars,
482,-one2007,6.0,6,24,11,2.0,3.0,WorldCup,2007,-0.2727272727272727,0.2727272727272727,-1.6363636363636365,0.5454545454545454,one2007,
483,nubot,6.0,24,29,11,2.0,3.0,WorldCup,2005,-0.2727272727272727,0.2727272727272727,-0.45454545454545453,0.5454545454545454,nubot,
484,aua2009,7.0,14,13,11,0.0,4.0,ChinaOpens,2009,-0.2727272727272727,0.36363636363636365,0.09090909090909091,0.6363636363636364,aua2009,
485,_tiji,7.0,14,26,11,0.0,4.0,ChinaOpens,2007,-0.2727272727272727,0.36363636363636365,-1.0909090909090908,0.6363636363636364,tiji,
486,unknown09,18.0,40,59,33,6.0,9.0,WorldCup,2010,-0.2727272727272727,0.2727272727272727,-0.5757575757575758,0.5454545454545454,unknown09,
487,yowai2003,7.0,8,20,11,0.0,4.0,JapanAutumnCamp,2003,-0.2727272727272727,0.36363636363636365,-1.0909090909090908,0.6363636363636364,yowai2003,
488,mt2015,12.0,22,37,22,4.0,6.0,WorldCup,2015,-0.2727272727272727,0.2727272727272727,-0.6818181818181818,0.5454545454545454,mt2015,
489,lightning,6.0,11,18,11,2.0,3.0,IranOpens,2016,-0.2727272727272727,0.2727272727272727,-0.6363636363636364,0.5454545454545454,lightning,
490,blue,6.0,6,18,11,2.0,3.0,JapanOpens,2007,-0.2727272727272727,0.2727272727272727,-1.0909090909090908,0.5454545454545454,blue,
491,takumi2005,6.0,7,21,11,2.0,3.0,SpringCompetitions,2005,-0.2727272727272727,0.2727272727272727,-1.2727272727272727,0.5454545454545454,takumi2005,
492,itandroids,11.0,25,41,22,6.0,5.0,WorldCup,2013,-0.2727272727272727,0.22727272727272727,-0.7272727272727273,0.5,itandroids,
493,_tsukuba,7.0,14,20,15,5.0,3.0,JapanSpringCompetitions,2011,-0.26666666666666666,0.2,-0.4,0.4666666666666667,tsukuba,
494,mrb,8.0,12,38,15,3.0,4.0,WorldCup,2004,-0.26666666666666666,0.26666666666666666,-1.7333333333333334,0.5333333333333333,mrb,
495,hara,15.0,43,65,30,8.0,7.0,WorldCup,2009,-0.26666666666666666,0.23333333333333334,-0.7333333333333333,0.5,hara,
496,hfutengine2015,13.0,25,49,23,3.0,7.0,WorldCup,2015,-0.2608695652173913,0.30434782608695654,-1.0434782608695652,0.5652173913043478,hfutengine2015,
497,terminators,2.0,16,19,4,1.0,1.0,Exercise,2008,-0.25,0.25,-0.75,0.5,terminators,
498,-one2014,9.0,29,44,16,2.0,5.0,WorldCup,2014,-0.25,0.3125,-0.9375,0.5625,one2014,
499,opuci,2.0,3,5,4,1.0,1.0,SpringCompetitions,2009,-0.25,0.25,-0.5,0.5,opuci,
500,_grana06,5.0,13,19,8,0.0,3.0,JapanOpens,2006,-0.25,0.375,-0.75,0.625,grana06,
501,newhope,6.0,17,23,12,3.0,3.0,JapanOpens,2006,-0.25,0.25,-0.5,0.5,newhope,
502,_cmowl,4.0,18,17,8,2.0,2.0,WorldCup,2004,-0.25,0.25,0.125,0.5,cmowl,
503,-one,5.0,7,14,8,0.0,3.0,JapanOpens,2006,-0.25,0.375,-0.875,0.625,one,
504,raic2007,5.0,15,18,8,0.0,3.0,JapanOpens,2007,-0.25,0.375,-0.375,0.625,raic2007,
505,nitsisyphus,2.0,0,12,8,6.0,0.0,SpringCompetitions,2002,-0.25,0.0,-1.5,0.25,nitsisyphus,
506,incredibles,6.0,8,14,12,3.0,3.0,WorldCup,2006,-0.25,0.25,-0.5,0.5,incredibles,
507,kealyn,5.0,27,26,8,0.0,3.0,Exercise,2008,-0.25,0.375,0.125,0.625,kealyn,
508,_hearts,5.0,9,24,8,0.0,3.0,WorldCup,2004,-0.25,0.375,-1.875,0.625,hearts,
509,everest,2.0,12,13,4,1.0,1.0,ChinaOpens,2008,-0.25,0.25,-0.25,0.5,everest,
510,qzextenrc07,4.0,5,10,8,2.0,2.0,ChinaOpens,2007,-0.25,0.25,-0.625,0.5,qzextenrc07,
511,feb29,2.0,4,10,4,1.0,1.0,Exercise,2008,-0.25,0.25,-1.5,0.5,feb29,
512,riton,8.0,9,18,16,4.0,4.0,DutchOpens,2012,-0.25,0.25,-0.5625,0.5,riton,
513,avan,2.0,1,3,4,1.0,1.0,WorldCup,2003,-0.25,0.25,-0.5,0.5,avan,
514,ribomb05,2.0,5,5,4,1.0,1.0,JapanAutumnCamp,2005,-0.25,0.25,0.0,0.5,ribomb05,
515,_bost,2.0,8,9,4,1.0,1.0,JapanAutumnCamp,2010,-0.25,0.25,-0.25,0.5,bost,
516,sfunleashed,4.0,13,14,8,2.0,2.0,WorldCup,2004,-0.25,0.25,-0.125,0.5,sfunleashed,
517,aua,7.0,18,18,12,1.0,4.0,ChinaOpens,2008,-0.25,0.3333333333333333,0.0,0.5833333333333334,aua,
518,shu,2.0,7,4,4,1.0,1.0,ChinaOpens,2007,-0.25,0.25,0.75,0.5,shu,
519,willeye,2.0,4,13,4,1.0,1.0,ChinaOpens,2007,-0.25,0.25,-2.25,0.5,willeye,
520,vw2004,5.0,6,13,8,0.0,3.0,WorldCup,2004,-0.25,0.375,-0.875,0.625,vw2004,
521,-storms,7.0,34,45,12,1.0,4.0,JapanOpens,2013,-0.25,0.3333333333333333,-0.9166666666666666,0.5833333333333334,storms,
522,raga,6.0,7,21,17,9.0,2.0,GermanOpens,2005,-0.23529411764705882,0.11764705882352941,-0.8235294117647058,0.35294117647058826,raga,
523,fcportugal,7.0,8,19,13,2.0,4.0,GermanOpens,2010,-0.23076923076923078,0.3076923076923077,-0.8461538461538461,0.5384615384615384,fcportugal,
524,tduthinkingants,7.0,18,24,13,2.0,4.0,JapanOpens,2010,-0.23076923076923078,0.3076923076923077,-0.46153846153846156,0.5384615384615384,tduthinkingants,
525,oxsy,7.0,21,27,13,2.0,4.0,WorldCup,2005,-0.23076923076923078,0.3076923076923077,-0.46153846153846156,0.5384615384615384,oxsy,
526,tropeiros,8.0,25,44,13,0.0,5.0,LARC,2014,-0.23076923076923078,0.38461538461538464,-1.4615384615384615,0.6153846153846154,tropeiros,
527,-storms,7.0,28,37,13,2.0,4.0,JapanAutumnCamp,2010,-0.23076923076923078,0.3076923076923077,-0.6923076923076923,0.5384615384615384,storms,
528,shiraz2016,12.0,19,50,22,3.0,7.0,WorldCup,2016,-0.22727272727272727,0.3181818181818182,-1.4090909090909092,0.5454545454545454,shiraz2016,
529,opuci,12.0,32,52,22,3.0,7.0,WorldCup,2010,-0.22727272727272727,0.3181818181818182,-0.9090909090909091,0.5454545454545454,opuci,
530,leakindrops,23.0,32,62,40,3.0,14.0,WorldCup,2009,-0.225,0.35,-0.75,0.575,leakindrops,
531,balticluebeck,4.0,3,21,9,3.0,2.0,WorldCup,2002,-0.2222222222222222,0.2222222222222222,-2.0,0.4444444444444444,balticluebeck,
532,razi,5.0,11,20,9,1.0,3.0,IranOpens,2015,-0.2222222222222222,0.3333333333333333,-1.0,0.5555555555555556,razi,
533,chello,5.0,8,11,9,1.0,3.0,JapanAutumnCamp,2003,-0.2222222222222222,0.3333333333333333,-0.3333333333333333,0.5555555555555556,chello,
534,mt2014,5.0,7,21,9,1.0,3.0,Robotica,2014,-0.2222222222222222,0.3333333333333333,-1.5555555555555556,0.5555555555555556,mt2014,
535,unique,25.0,60,75,45,5.0,15.0,WorldCup,2010,-0.2222222222222222,0.3333333333333333,-0.3333333333333333,0.5555555555555556,unique,
536,-rp,5.0,21,29,9,1.0,3.0,JapanOpens,2013,-0.2222222222222222,0.3333333333333333,-0.8888888888888888,0.5555555555555556,rp,
537,thinkingants,5.0,25,23,9,1.0,3.0,JapanOpens,2012,-0.2222222222222222,0.3333333333333333,0.2222222222222222,0.5555555555555556,thinkingants,
538,-one,8.0,13,31,14,1.0,5.0,JapanAutumnCamp,2008,-0.21428571428571427,0.35714285714285715,-1.2857142857142858,0.5714285714285714,one,
539,ncl10,7.0,27,21,14,3.0,4.0,JapanOpens,2010,-0.21428571428571427,0.2857142857142857,0.42857142857142855,0.5,ncl10,
540,opuci,10.0,20,36,19,3.0,6.0,WorldCup,2009,-0.21052631578947367,0.3157894736842105,-0.8421052631578947,0.5263157894736842,opuci,
541,simoper2009,16.0,34,43,29,3.0,10.0,WorldCup,2009,-0.20689655172413793,0.3448275862068966,-0.3103448275862069,0.5517241379310345,simoper2009,
542,arian,2.0,6,10,5,2.0,1.0,WorldCup,2003,-0.2,0.2,-0.8,0.4,arian,
543,gpr2d,2.0,2,7,5,2.0,1.0,CBR,2013,-0.2,0.2,-1.0,0.4,gpr2d,
544,vw2002,3.0,7,8,5,0.0,2.0,WorldCup,2002,-0.2,0.4,-0.2,0.6,vw2002,
545,fcportugal2007,6.0,8,20,10,0.0,4.0,WorldCup,2007,-0.2,0.4,-1.2,0.6,fcportugal2007,
546,reddragons,8.0,28,35,15,2.0,5.0,LARC,2014,-0.2,0.3333333333333333,-0.4666666666666667,0.5333333333333333,reddragons,
547,lazarus,3.0,10,12,5,0.0,2.0,WorldCup,2001,-0.2,0.4,-0.4,0.6,lazarus,
548,-parsian,8.0,23,33,15,2.0,5.0,WorldCup,2014,-0.2,0.3333333333333333,-0.6666666666666666,0.5333333333333333,parsian,
549,amistres,3.0,5,6,5,0.0,2.0,WorldCup,2003,-0.2,0.4,-0.2,0.6,amistres,
550,raga2005,6.0,19,37,10,0.0,4.0,USOpens,2005,-0.2,0.4,-1.8,0.6,raga2005,
551,polytecs03,3.0,4,14,5,0.0,2.0,WorldCup,2003,-0.2,0.4,-2.0,0.6,polytecs03,
552,harmony,6.0,19,20,10,0.0,4.0,WorldCup,2002,-0.2,0.4,-0.1,0.6,harmony,
553,bugs2002jp,3.0,3,4,5,0.0,2.0,WorldCup,2002,-0.2,0.4,-0.2,0.6,bugs2002jp,
554,chagamma,3.0,3,3,5,0.0,2.0,JapanOpens,2003,-0.2,0.4,0.0,0.6,chagamma,
555,hamakou,3.0,10,20,5,0.0,2.0,JapanOpens,2003,-0.2,0.4,-2.0,0.6,hamakou,
556,edinferno,3.0,5,12,5,0.0,2.0,WorldCup,2011,-0.2,0.4,-1.4,0.6,edinferno,
557,tjnu,5.0,15,22,10,2.0,3.0,ChinaOpens,2008,-0.2,0.3,-0.7,0.5,tjnu,
558,_bost,6.0,24,22,10,0.0,4.0,JapanAutumnCamp,2007,-0.2,0.4,0.2,0.6,bost,
559,gemini,3.0,4,10,5,0.0,2.0,JapanOpens,2003,-0.2,0.4,-1.2,0.6,gemini,
560,huxol,3.0,2,3,5,0.0,2.0,FIIT,2004,-0.2,0.4,-0.2,0.6,huxol,
561,shu2006,3.0,11,12,5,0.0,2.0,ChinaOpens,2006,-0.2,0.4,-0.2,0.6,shu2006,
562,-i,3.0,7,13,5,0.0,2.0,JapanOpens,2004,-0.2,0.4,-1.2,0.6,i,
563,-humboldt,8.0,17,16,15,2.0,5.0,WorldCup,2004,-0.2,0.3333333333333333,0.06666666666666667,0.5333333333333333,humboldt,
564,luckyluebeck,3.0,2,16,5,0.0,2.0,WorldCup,2001,-0.2,0.4,-2.8,0.6,luckyluebeck,
565,-star,3.0,3,4,5,0.0,2.0,JapanAutumnCamp,2003,-0.2,0.4,-0.2,0.6,star,
566,genius2015,10.0,32,42,21,5.0,6.0,WorldCup,2015,-0.19047619047619047,0.2857142857142857,-0.47619047619047616,0.47619047619047616,genius2015,
567,itandroids,9.0,29,44,16,1.0,6.0,WorldCup,2012,-0.1875,0.375,-0.9375,0.5625,itandroids,
568,cyrus,11.0,24,42,22,4.0,7.0,WorldCup,2016,-0.18181818181818182,0.3181818181818182,-0.8181818181818182,0.5,cyrus,
569,_cmu,3.0,2,4,11,7.0,1.0,WorldCup,2001,-0.18181818181818182,0.09090909090909091,-0.18181818181818182,0.2727272727272727,cmu,
570,fcpita,5.0,14,15,11,3.0,3.0,SpringCompetitions,2009,-0.18181818181818182,0.2727272727272727,-0.09090909090909091,0.45454545454545453,fcpita,
571,marlik2016,11.0,14,25,22,4.0,7.0,WorldCup,2016,-0.18181818181818182,0.3181818181818182,-0.5,0.5,marlik2016,
572,aut,5.0,14,15,11,3.0,3.0,WorldCup,2012,-0.18181818181818182,0.2727272727272727,-0.09090909090909091,0.45454545454545453,aut,
573,ikuei,2.0,0,3,11,9.0,0.0,SpringCompetitions,2002,-0.18181818181818182,0.0,-0.2727272727272727,0.18181818181818182,ikuei,
574,raic2010,6.0,10,34,11,1.0,4.0,JapanOpens,2010,-0.18181818181818182,0.36363636363636365,-2.1818181818181817,0.5454545454545454,raic2010,
575,kickofftug,6.0,10,14,11,1.0,4.0,WorldCup,2009,-0.18181818181818182,0.36363636363636365,-0.36363636363636365,0.5454545454545454,kickofftug,
576,_trilearn,5.0,26,29,11,3.0,3.0,WorldCup,2005,-0.18181818181818182,0.2727272727272727,-0.2727272727272727,0.45454545454545453,trilearn,
577,bay06sit,12.0,40,44,22,2.0,8.0,JapanAutumnCamp,2006,-0.18181818181818182,0.36363636363636365,-0.18181818181818182,0.5454545454545454,bay06sit,
578,tsubamegaeshi,6.0,7,22,11,1.0,4.0,JapanOpens,2007,-0.18181818181818182,0.36363636363636365,-1.3636363636363635,0.5454545454545454,tsubamegaeshi,
579,_utaustinvilla,9.0,15,32,28,15.0,4.0,WorldCup,2003,-0.17857142857142858,0.14285714285714285,-0.6071428571428571,0.32142857142857145,utaustinvilla,
580,.rcl,1.0,0,3,6,5.0,0.0,IranOpens,2010,-0.16666666666666666,0.0,-0.5,0.16666666666666666,.rcl,
581,fcportugal2006,6.0,5,11,12,2.0,4.0,WorldCup,2006,-0.16666666666666666,0.3333333333333333,-0.5,0.5,fcportugal2006,
582,-humboldt,3.0,6,5,6,1.0,2.0,GermanOpens,2008,-0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,humboldt,
583,kodawariyama,6.0,15,25,12,2.0,4.0,JapanOpens,2007,-0.16666666666666666,0.3333333333333333,-0.8333333333333334,0.5,kodawariyama,
584,tduthinkingants,5.0,5,16,12,4.0,3.0,JapanOpens,2008,-0.16666666666666666,0.25,-0.9166666666666666,0.4166666666666667,tduthinkingants,
585,rcmasterz,6.0,26,15,12,2.0,4.0,IranOpens,2017,-0.16666666666666666,0.3333333333333333,0.9166666666666666,0.5,rcmasterz,
586,thinkingants,6.0,24,28,12,2.0,4.0,JapanOpens,2013,-0.16666666666666666,0.3333333333333333,-0.3333333333333333,0.5,thinkingants,
587,cat,2.0,15,15,6,3.0,1.0,Exercise,2008,-0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,cat,
588,wroclaw,3.0,5,5,6,1.0,2.0,WorldCup,2002,-0.16666666666666666,0.3333333333333333,0.0,0.5,wroclaw,
589,scorpius,3.0,10,27,6,1.0,2.0,AI-Games,2005,-0.16666666666666666,0.3333333333333333,-2.8333333333333335,0.5,scorpius,
590,xx,2.0,1,5,6,3.0,1.0,SpringCompetitions,2005,-0.16666666666666666,0.16666666666666666,-0.6666666666666666,0.3333333333333333,xx,
591,-storms,6.0,25,29,12,2.0,4.0,JapanOpens,2011,-0.16666666666666666,0.3333333333333333,-0.3333333333333333,0.5,storms,
592,helioz,6.0,16,20,13,3.0,4.0,JapanOpens,2008,-0.15384615384615385,0.3076923076923077,-0.3076923076923077,0.46153846153846156,helioz,
593,tsubamegaeshi,6.0,21,28,13,3.0,4.0,JapanOpens,2009,-0.15384615384615385,0.3076923076923077,-0.5384615384615384,0.46153846153846156,tsubamegaeshi,
594,-newera,5.0,12,20,13,5.0,3.0,WorldCup,2003,-0.15384615384615385,0.23076923076923078,-0.6153846153846154,0.38461538461538464,newera,
595,hfutengine,6.0,26,21,13,3.0,4.0,ChinaOpens,2009,-0.15384615384615385,0.3076923076923077,0.38461538461538464,0.46153846153846156,hfutengine,
596,robotto,11.0,24,34,20,1.0,8.0,WorldCup,2012,-0.15,0.4,-0.5,0.55,robotto,
597,jmu,10.0,24,22,20,3.0,7.0,WorldCup,2008,-0.15,0.35,0.1,0.5,jmu,
598,sbce,4.0,12,20,7,0.0,3.0,WorldCup,2001,-0.14285714285714285,0.42857142857142855,-1.1428571428571428,0.5714285714285714,sbce,
599,leakindrops,14.0,35,44,28,4.0,10.0,WorldCup,2008,-0.14285714285714285,0.35714285714285715,-0.32142857142857145,0.5,leakindrops,
600,xx,4.0,9,11,7,0.0,3.0,JapanOpens,2004,-0.14285714285714285,0.42857142857142855,-0.2857142857142857,0.5714285714285714,xx,
601,_agents,4.0,3,10,7,0.0,3.0,JapanAutumnCamp,2003,-0.14285714285714285,0.42857142857142855,-1.0,0.5714285714285714,agents,
602,fury,10.0,21,28,22,5.0,7.0,WorldCup,2016,-0.13636363636363635,0.3181818181818182,-0.3181818181818182,0.45454545454545453,fury,
603,unknown09,7.0,12,19,15,3.0,5.0,IranOpens,2010,-0.13333333333333333,0.3333333333333333,-0.4666666666666667,0.4666666666666667,unknown09,
604,wahoowun,7.0,9,15,15,3.0,5.0,USOpens,2003,-0.13333333333333333,0.3333333333333333,-0.4,0.4666666666666667,wahoowun,
605,zcvctf,8.0,24,45,15,1.0,6.0,ChinaOpens,2008,-0.13333333333333333,0.4,-1.4,0.5333333333333333,zcvctf,
606,hermes,11.0,25,39,23,4.0,8.0,WorldCup,2015,-0.13043478260869565,0.34782608695652173,-0.6086956521739131,0.4782608695652174,hermes,
607,allejos,7.0,28,38,16,4.0,5.0,LARC,2014,-0.125,0.3125,-0.625,0.4375,allejos,
608,aria,4.0,7,21,8,1.0,3.0,WorldCup,2004,-0.125,0.375,-1.75,0.5,aria,
609,_u,8.0,23,36,16,2.0,6.0,PRIMA,2009,-0.125,0.375,-0.8125,0.5,u,
610,arvand,5.0,4,6,17,9.0,3.0,WorldCup,2002,-0.11764705882352941,0.17647058823529413,-0.11764705882352941,0.29411764705882354,arvand,
611,cyrus,8.0,25,24,17,3.0,6.0,IranOpens,2017,-0.11764705882352941,0.35294117647058826,0.058823529411764705,0.47058823529411764,cyrus,
612,spam,5.0,9,18,9,0.0,4.0,IranOpens,2008,-0.1111111111111111,0.4444444444444444,-1.0,0.5555555555555556,spam,
613,fuk2,4.0,6,12,9,2.0,3.0,JapanOpens,2004,-0.1111111111111111,0.3333333333333333,-0.6666666666666666,0.4444444444444444,fuk2,
614,chagamma,4.0,7,13,9,2.0,3.0,SpringCompetitions,2005,-0.1111111111111111,0.3333333333333333,-0.6666666666666666,0.4444444444444444,chagamma,
615,_alecto,5.0,15,20,9,0.0,4.0,JapanOpens,2003,-0.1111111111111111,0.4444444444444444,-0.5555555555555556,0.5555555555555556,alecto,
